 Element: He
 Maximum L = 30
 No. of velocities = 99
------------------------------------

   v               |<i|e^(ivz)|i>|^2
   1.0000000e-05   1.6000000e-06
   7.1700000e-04   7.5766000e-03
   1.4240000e-03   2.9333800e-02
   2.1310000e-03   6.3702400e-02
   2.8380000e-03   1.0826720e-01
   3.5450000e-03   1.6002140e-01
   4.2520000e-03   2.1566640e-01
   4.9590000e-03   2.7191060e-01
   5.6660000e-03   3.2573820e-01
   6.3730000e-03   3.7460980e-01
   7.0800000e-03   4.1659180e-01
   7.7870000e-03   4.5040580e-01
   8.4940000e-03   4.7541000e-01
   9.2010000e-03   4.9152900e-01
   9.9080000e-03   4.9915240e-01
   1.0610000e-02   4.9904160e-01
   1.1320000e-02   4.9211140e-01
   1.2030000e-02   4.7942140e-01
   1.2740000e-02   4.6210760e-01
   1.3440000e-02   4.4158380e-01
   1.4150000e-02   4.1826994e-01
   1.4860000e-02   3.9334088e-01
   1.5560000e-02   3.6793736e-01
   1.6270000e-02   3.4196874e-01
   1.6980000e-02   3.1630954e-01
   1.7680000e-02   2.9170306e-01
   1.8390000e-02   2.6773854e-01
   1.9100000e-02   2.4497990e-01
   1.9810000e-02   2.2356014e-01
   2.0510000e-02   2.0382404e-01
   2.1220000e-02   1.8523314e-01
   2.1930000e-02   1.6806922e-01
   2.2630000e-02   1.5250749e-01
   2.3340000e-02   1.3804754e-01
   2.4050000e-02   1.2485199e-01
   2.4750000e-02   1.1300461e-01
   2.5460000e-02   1.0208641e-01
   2.6170000e-02   9.2192100e-02
   2.6870000e-02   8.3359924e-02
   2.7580000e-02   7.5259312e-02
   2.8290000e-02   6.7947316e-02
   2.9000000e-02   6.1352736e-02
   2.9700000e-02   5.5488464e-02
   3.0410000e-02   5.0125993e-02
   3.1120000e-02   4.5296609e-02
   3.1820000e-02   4.1006329e-02
   3.2530000e-02   3.7085522e-02
   3.3240000e-02   3.3555434e-02
   3.3940000e-02   3.0419300e-02
   3.4650000e-02   2.7552380e-02
   3.5360000e-02   2.4969799e-02
   3.6070000e-02   2.2642622e-02
   3.6770000e-02   2.0572928e-02
   3.7480000e-02   1.8678418e-02
   3.8190000e-02   1.6969219e-02
   3.8890000e-02   1.5447114e-02
   3.9600000e-02   1.4051884e-02
   4.0310000e-02   1.2791213e-02
   4.1010000e-02   1.1666762e-02
   4.1720000e-02   1.0634336e-02
   4.2430000e-02   9.6998763e-03
   4.3140000e-02   8.8535722e-03
   4.3840000e-02   8.0969238e-03
   4.4550000e-02   7.4005156e-03
   4.5260000e-02   6.7686265e-03
   4.5960000e-02   6.2026096e-03
   4.6670000e-02   5.6806667e-03
   4.7380000e-02   5.2061609e-03
   4.8080000e-02   4.7803034e-03
   4.8790000e-02   4.3868453e-03
   4.9500000e-02   4.0284489e-03
   5.0200000e-02   3.7061706e-03
   5.0910000e-02   3.4078315e-03
   5.1620000e-02   3.1355467e-03
   5.2330000e-02   2.8868809e-03
   5.3030000e-02   2.6626956e-03
   5.3740000e-02   2.4546320e-03
   5.4450000e-02   2.2642488e-03
   5.5150000e-02   2.0922806e-03
   5.5860000e-02   1.9323781e-03
   5.6570000e-02   1.7857854e-03
   5.7270000e-02   1.6531263e-03
   5.7980000e-02   1.5295439e-03
   5.8690000e-02   1.4160386e-03
   5.9400000e-02   1.3117248e-03
   6.0100000e-02   1.2170964e-03
   6.0810000e-02   1.1287303e-03
   6.1520000e-02   1.0473739e-03
   6.2220000e-02   9.7344114e-04
   6.2930000e-02   9.0427977e-04
   6.3640000e-02   8.4049369e-04
   6.4340000e-02   7.8242826e-04
   6.5050000e-02   7.2801760e-04
   6.5760000e-02   6.7775077e-04
   6.6470000e-02   6.3128581e-04
   6.7170000e-02   5.8889410e-04
   6.7880000e-02   5.4908357e-04
   6.8590000e-02   5.1222415e-04
   6.9290000e-02   4.7854204e-04
   7.0000000e-02   4.4686031e-04
