 Element: Ar
 Info: 6s,6p,5d
 Maximum L = 10
 No. of velocities = 100
------------------------------------

v/c            P
1.0000e-05     1.8719e-11
1.0080e-04     1.9007e-09
1.9160e-04     6.8550e-09
2.8240e-04     1.4848e-08
3.7320e-04     2.5827e-08
4.6400e-04     3.9716e-08
5.5480e-04     5.6422e-08
6.4570e-04     7.5853e-08
7.3650e-04     9.7834e-08
8.2730e-04     1.2223e-07
9.1810e-04     1.4888e-07
1.0090e-03     1.7761e-07
1.1000e-03     2.0825e-07
1.1910e-03     2.4053e-07
1.2810e-03     2.7384e-07
1.3720e-03     3.0869e-07
1.4630e-03     3.4446e-07
1.5540e-03     3.8088e-07
1.6450e-03     4.1768e-07
1.7350e-03     4.5419e-07
1.8260e-03     4.9095e-07
1.9170e-03     5.2727e-07
2.0080e-03     5.6289e-07
2.0990e-03     5.9755e-07
2.1890e-03     6.3063e-07
2.2800e-03     6.6262e-07
2.3710e-03     6.9293e-07
2.4620e-03     7.2133e-07
2.5530e-03     7.4763e-07
2.6430e-03     7.7141e-07
2.7340e-03     7.9304e-07
2.8250e-03     8.1211e-07
2.9160e-03     8.2851e-07
3.0070e-03     8.4217e-07
3.0970e-03     8.5291e-07
3.1880e-03     8.6095e-07
3.2790e-03     8.6614e-07
3.3700e-03     8.6851e-07
3.4610e-03     8.6808e-07
3.5520e-03     8.6493e-07
3.6420e-03     8.5921e-07
3.7330e-03     8.5090e-07
3.8240e-03     8.4017e-07
3.9150e-03     8.2716e-07
4.0060e-03     8.1201e-07
4.0960e-03     7.9510e-07
4.1870e-03     7.7621e-07
4.2780e-03     7.5569e-07
4.3690e-03     7.3374e-07
4.4600e-03     7.1054e-07
4.5500e-03     6.8654e-07
4.6410e-03     6.6139e-07
4.7320e-03     6.3555e-07
4.8230e-03     6.0918e-07
4.9140e-03     5.8247e-07
5.0040e-03     5.5585e-07
5.0950e-03     5.2891e-07
5.1860e-03     5.0207e-07
5.2770e-03     4.7547e-07
5.3680e-03     4.4923e-07
5.4580e-03     4.2375e-07
5.5490e-03     3.9855e-07
5.6400e-03     3.7402e-07
5.7310e-03     3.5022e-07
5.8220e-03     3.2722e-07
5.9130e-03     3.0507e-07
6.0030e-03     2.8404e-07
6.0940e-03     2.6370e-07
6.1850e-03     2.4431e-07
6.2760e-03     2.2588e-07
6.3670e-03     2.0842e-07
6.4570e-03     1.9210e-07
6.5480e-03     1.7656e-07
6.6390e-03     1.6195e-07
6.7300e-03     1.4827e-07
6.8210e-03     1.3549e-07
6.9110e-03     1.2371e-07
7.0020e-03     1.1263e-07
7.0930e-03     1.0235e-07
7.1840e-03     9.2849e-08
7.2750e-03     8.4080e-08
7.3650e-03     7.6092e-08
7.4560e-03     6.8669e-08
7.5470e-03     6.1865e-08
7.6380e-03     5.5643e-08
7.7290e-03     4.9964e-08
7.8190e-03     4.4847e-08
7.9100e-03     4.0142e-08
8.0010e-03     3.5874e-08
8.0920e-03     3.2011e-08
8.1830e-03     2.8520e-08
8.2740e-03     2.5372e-08
8.3640e-03     2.2568e-08
8.4550e-03     2.0019e-08
8.5460e-03     1.7733e-08
8.6370e-03     1.5685e-08
8.7280e-03     1.3855e-08
8.8180e-03     1.2239e-08
8.9090e-03     1.0783e-08
9.0000e-03     9.4869e-09
