 Element: Ar
 Info: 6s,6p,5d
 Maximum L = 10
 No. of velocities = 100
------------------------------------

v/c            P
1.0000e-05     8.9699e-07
1.0080e-04     9.1030e-05
1.9160e-04     3.2784e-04
2.8240e-04     7.0852e-04
3.7320e-04     1.2285e-03
4.6400e-04     1.8818e-03
5.5480e-04     2.6605e-03
6.4570e-04     3.5566e-03
7.3650e-04     4.5578e-03
8.2730e-04     5.6534e-03
9.1810e-04     6.8308e-03
1.0090e-03     8.0781e-03
1.1000e-03     9.3815e-03
1.1910e-03     1.0725e-02
1.2810e-03     1.2079e-02
1.3720e-03     1.3460e-02
1.4630e-03     1.4836e-02
1.5540e-03     1.6195e-02
1.6450e-03     1.7523e-02
1.7350e-03     1.8792e-02
1.8260e-03     2.0020e-02
1.9170e-03     2.1179e-02
2.0080e-03     2.2261e-02
2.0990e-03     2.3257e-02
2.1890e-03     2.4148e-02
2.2800e-03     2.4950e-02
2.3710e-03     2.5646e-02
2.4620e-03     2.6232e-02
2.5530e-03     2.6706e-02
2.6430e-03     2.7063e-02
2.7340e-03     2.7312e-02
2.8250e-03     2.7449e-02
2.9160e-03     2.7477e-02
3.0070e-03     2.7398e-02
3.0970e-03     2.7220e-02
3.1880e-03     2.6944e-02
3.2790e-03     2.6577e-02
3.3700e-03     2.6125e-02
3.4610e-03     2.5595e-02
3.5520e-03     2.4995e-02
3.6420e-03     2.4339e-02
3.7330e-03     2.3621e-02
3.8240e-03     2.2855e-02
3.9150e-03     2.2049e-02
4.0060e-03     2.1210e-02
4.0960e-03     2.0354e-02
4.1870e-03     1.9471e-02
4.2780e-03     1.8576e-02
4.3690e-03     1.7674e-02
4.4600e-03     1.6773e-02
4.5500e-03     1.5887e-02
4.6410e-03     1.5002e-02
4.7320e-03     1.4131e-02
4.8230e-03     1.3278e-02
4.9140e-03     1.2448e-02
5.0040e-03     1.1651e-02
5.0950e-03     1.0873e-02
5.1860e-03     1.0123e-02
5.2770e-03     9.4052e-03
5.3680e-03     8.7191e-03
5.4580e-03     8.0729e-03
5.5490e-03     7.4529e-03
5.6400e-03     6.8664e-03
5.7310e-03     6.3134e-03
5.8220e-03     5.7936e-03
5.9130e-03     5.3063e-03
6.0030e-03     4.8556e-03
6.0940e-03     4.4306e-03
6.1850e-03     4.0354e-03
6.2760e-03     3.6689e-03
6.3670e-03     3.3297e-03
6.4570e-03     3.0201e-03
6.5480e-03     2.7316e-03
6.6390e-03     2.4666e-03
6.7300e-03     2.2237e-03
6.8210e-03     2.0014e-03
6.9110e-03     1.8007e-03
7.0020e-03     1.6158e-03
7.0930e-03     1.4476e-03
7.1840e-03     1.2950e-03
7.2750e-03     1.1568e-03
7.3650e-03     1.0332e-03
7.4560e-03     9.2038e-04
7.5470e-03     8.1873e-04
7.6380e-03     7.2734e-04
7.7290e-03     6.4529e-04
7.8190e-03     5.7252e-04
7.9100e-03     5.0664e-04
8.0010e-03     4.4779e-04
8.0920e-03     3.9529e-04
8.1830e-03     3.4852e-04
8.2740e-03     3.0693e-04
8.3640e-03     2.7037e-04
8.4550e-03     2.3757e-04
8.5460e-03     2.0851e-04
8.6370e-03     1.8281e-04
8.7280e-03     1.6010e-04
8.8180e-03     1.4028e-04
8.9090e-03     1.2260e-04
9.0000e-03     1.0704e-04
