 Element: Ar
 Info: 6s,6p,5d
 Maximum L = 10
 No. of velocities = 100
------------------------------------

v/c            P
1.0000e-05     2.5195e-09
1.0080e-04     2.6006e-07
1.9160e-04     9.7815e-07
2.8240e-04     2.2594e-06
3.7320e-04     4.2663e-06
4.6400e-04     7.2157e-06
5.5480e-04     1.1372e-05
6.4570e-04     1.7044e-05
7.3650e-04     2.4550e-05
8.2730e-04     3.4244e-05
9.1810e-04     4.6476e-05
1.0090e-03     6.1612e-05
1.1000e-03     7.9986e-05
1.1910e-03     1.0188e-04
1.2810e-03     1.2724e-04
1.3720e-03     1.5684e-04
1.4630e-03     1.9054e-04
1.5540e-03     2.2842e-04
1.6450e-03     2.7047e-04
1.7350e-03     3.1609e-04
1.8260e-03     3.6612e-04
1.9170e-03     4.1983e-04
2.0080e-03     4.7691e-04
2.0990e-03     5.3697e-04
2.1890e-03     5.9886e-04
2.2800e-03     6.6342e-04
2.3710e-03     7.2944e-04
2.4620e-03     7.9629e-04
2.5530e-03     8.6335e-04
2.6430e-03     9.2925e-04
2.7340e-03     9.9478e-04
2.8250e-03     1.0586e-03
2.9160e-03     1.1200e-03
3.0070e-03     1.1784e-03
3.0970e-03     1.2327e-03
3.1880e-03     1.2835e-03
3.2790e-03     1.3298e-03
3.3700e-03     1.3711e-03
3.4610e-03     1.4071e-03
3.5520e-03     1.4375e-03
3.6420e-03     1.4619e-03
3.7330e-03     1.4807e-03
3.8240e-03     1.4936e-03
3.9150e-03     1.5005e-03
4.0060e-03     1.5014e-03
4.0960e-03     1.4968e-03
4.1870e-03     1.4865e-03
4.2780e-03     1.4709e-03
4.3690e-03     1.4504e-03
4.4600e-03     1.4251e-03
4.5500e-03     1.3959e-03
4.6410e-03     1.3625e-03
4.7320e-03     1.3256e-03
4.8230e-03     1.2855e-03
4.9140e-03     1.2429e-03
5.0040e-03     1.1985e-03
5.0950e-03     1.1518e-03
5.1860e-03     1.1037e-03
5.2770e-03     1.0547e-03
5.3680e-03     1.0050e-03
5.4580e-03     9.5562e-04
5.5490e-03     9.0575e-04
5.6400e-03     8.5625e-04
5.7310e-03     8.0740e-04
5.8220e-03     7.5945e-04
5.9130e-03     7.1261e-04
6.0030e-03     6.6757e-04
6.0940e-03     6.2348e-04
6.1850e-03     5.8098e-04
6.2760e-03     5.4018e-04
6.3670e-03     5.0116e-04
6.4570e-03     4.6438e-04
6.5480e-03     4.2906e-04
6.6390e-03     3.9563e-04
6.7300e-03     3.6409e-04
6.8210e-03     3.3443e-04
6.9110e-03     3.0691e-04
7.0020e-03     2.8088e-04
7.0930e-03     2.5661e-04
7.1840e-03     2.3404e-04
7.2750e-03     2.1310e-04
7.3650e-03     1.9393e-04
7.4560e-03     1.7602e-04
7.5470e-03     1.5953e-04
7.6380e-03     1.4436e-04
7.7290e-03     1.3046e-04
7.8190e-03     1.1786e-04
7.9100e-03     1.0622e-04
8.0010e-03     9.5602e-05
8.0920e-03     8.5938e-05
8.1830e-03     7.7158e-05
8.2740e-03     6.9193e-05
8.3640e-03     6.2055e-05
8.4550e-03     5.5524e-05
8.5460e-03     4.9628e-05
8.6370e-03     4.4312e-05
8.7280e-03     3.9525e-05
8.8180e-03     3.5266e-05
8.9090e-03     3.1396e-05
9.0000e-03     2.7925e-05
