 Element: C
 Info: 6s,6p,6d
 Maximum L = 10
 No. of velocities = 100
------------------------------------

v/c            P
1.0000e-04     2.1378e-07
3.7170e-04     2.9243e-06
6.4340e-04     8.5765e-06
9.1520e-04     1.6794e-05
1.1870e-03     2.7034e-05
1.4590e-03     3.8652e-05
1.7300e-03     5.0885e-05
2.0020e-03     6.3118e-05
2.2740e-03     7.4652e-05
2.5450e-03     8.4898e-05
2.8170e-03     9.3504e-05
3.0890e-03     1.0015e-04
3.3610e-03     1.0468e-04
3.6320e-03     1.0709e-04
3.9040e-03     1.0750e-04
4.1760e-03     1.0606e-04
4.4470e-03     1.0305e-04
4.7190e-03     9.8717e-05
4.9910e-03     9.3353e-05
5.2630e-03     8.7244e-05
5.5340e-03     8.0677e-05
5.8060e-03     7.3836e-05
6.0780e-03     6.6946e-05
6.3490e-03     6.0195e-05
6.6210e-03     5.3663e-05
6.8930e-03     4.7474e-05
7.1650e-03     4.1694e-05
7.4360e-03     3.6385e-05
7.7080e-03     3.1530e-05
7.9800e-03     2.7152e-05
8.2520e-03     2.3242e-05
8.5230e-03     1.9794e-05
8.7950e-03     1.6755e-05
9.0670e-03     1.4107e-05
9.3380e-03     1.1825e-05
9.6100e-03     9.8562e-06
9.8820e-03     8.1764e-06
1.0150e-02     6.7709e-06
1.0430e-02     5.5342e-06
1.0700e-02     4.5365e-06
1.0970e-02     3.7035e-06
1.1240e-02     3.0116e-06
1.1510e-02     2.4397e-06
1.1780e-02     1.9692e-06
1.2060e-02     1.5711e-06
1.2330e-02     1.2594e-06
1.2600e-02     1.0063e-06
1.2870e-02     8.0156e-07
1.3140e-02     6.3664e-07
1.3410e-02     5.0425e-07
1.3690e-02     3.9485e-07
1.3960e-02     3.1110e-07
1.4230e-02     2.4453e-07
1.4500e-02     1.9177e-07
1.4770e-02     1.5006e-07
1.5040e-02     1.1719e-07
1.5320e-02     9.0497e-08
1.5590e-02     7.0399e-08
1.5860e-02     5.4668e-08
1.6130e-02     4.2381e-08
1.6400e-02     3.2803e-08
1.6670e-02     2.5351e-08
1.6950e-02     1.9375e-08
1.7220e-02     1.4930e-08
1.7490e-02     1.1488e-08
1.7760e-02     8.8287e-09
1.8030e-02     6.7760e-09
1.8310e-02     5.1430e-09
1.8580e-02     3.9372e-09
1.8850e-02     3.0104e-09
1.9120e-02     2.2990e-09
1.9390e-02     1.7536e-09
1.9660e-02     1.3359e-09
1.9940e-02     1.0062e-09
2.0210e-02     7.6465e-10
2.0480e-02     5.8033e-10
2.0750e-02     4.3988e-10
2.1020e-02     3.3298e-10
2.1290e-02     2.5171e-10
2.1570e-02     1.8804e-10
2.1840e-02     1.4173e-10
2.2110e-02     1.0667e-10
2.2380e-02     8.0152e-11
2.2650e-02     6.0129e-11
2.2920e-02     4.5030e-11
2.3200e-02     3.3301e-11
2.3470e-02     2.4845e-11
2.3740e-02     1.8500e-11
2.4010e-02     1.3746e-11
2.4280e-02     1.0192e-11
2.4550e-02     7.5385e-12
2.4830e-02     5.4996e-12
2.5100e-02     4.0467e-12
2.5370e-02     2.9693e-12
2.5640e-02     2.1722e-12
2.5910e-02     1.5841e-12
2.6180e-02     1.1512e-12
2.6460e-02     8.2355e-13
2.6730e-02     5.9386e-13
2.7000e-02     4.2640e-13
