 Element: Ne
 Info: 8s,8p,6d
 Maximum L = 10
 No. of velocities = 100
------------------------------------

v/c            P
1.0000e-05     5.8896e-09
1.8160e-04     1.9470e-06
3.5320e-04     7.4146e-06
5.2480e-04     1.6546e-05
6.9650e-04     2.9567e-05
8.6810e-04     4.6749e-05
1.0400e-03     6.8479e-05
1.2110e-03     9.4951e-05
1.3830e-03     1.2685e-04
1.5550e-03     1.6441e-04
1.7260e-03     2.0770e-04
1.8980e-03     2.5751e-04
2.0690e-03     3.1345e-04
2.2410e-03     3.7628e-04
2.4130e-03     4.4565e-04
2.5840e-03     5.2095e-04
2.7560e-03     6.0276e-04
2.9270e-03     6.8966e-04
3.0990e-03     7.8208e-04
3.2710e-03     8.7876e-04
3.4420e-03     9.7823e-04
3.6140e-03     1.0807e-03
3.7860e-03     1.1844e-03
3.9570e-03     1.2876e-03
4.1290e-03     1.3903e-03
4.3000e-03     1.4900e-03
4.4720e-03     1.5868e-03
4.6440e-03     1.6788e-03
4.8150e-03     1.7643e-03
4.9870e-03     1.8434e-03
5.1580e-03     1.9143e-03
5.3300e-03     1.9769e-03
5.5020e-03     2.0302e-03
5.6730e-03     2.0734e-03
5.8450e-03     2.1067e-03
6.0170e-03     2.1298e-03
6.1880e-03     2.1424e-03
6.3600e-03     2.1449e-03
6.5310e-03     2.1376e-03
6.7030e-03     2.1208e-03
6.8750e-03     2.0950e-03
7.0460e-03     2.0610e-03
7.2180e-03     2.0193e-03
7.3890e-03     1.9709e-03
7.5610e-03     1.9161e-03
7.7330e-03     1.8560e-03
7.9040e-03     1.7919e-03
8.0760e-03     1.7237e-03
8.2480e-03     1.6527e-03
8.4190e-03     1.5800e-03
8.5910e-03     1.5054e-03
8.7620e-03     1.4306e-03
8.9340e-03     1.3553e-03
9.1060e-03     1.2804e-03
9.2770e-03     1.2069e-03
9.4490e-03     1.1343e-03
9.6210e-03     1.0635e-03
9.7920e-03     9.9513e-04
9.9640e-03     9.2871e-04
1.0140e-02     8.6336e-04
1.0310e-02     8.0293e-04
1.0480e-02     7.4525e-04
1.0650e-02     6.9039e-04
1.0820e-02     6.3838e-04
1.0990e-02     5.8924e-04
1.1170e-02     5.4031e-04
1.1340e-02     4.9698e-04
1.1510e-02     4.5638e-04
1.1680e-02     4.1844e-04
1.1850e-02     3.8308e-04
1.2020e-02     3.5018e-04
1.2190e-02     3.1966e-04
1.2370e-02     2.8978e-04
1.2540e-02     2.6377e-04
1.2710e-02     2.3977e-04
1.2880e-02     2.1768e-04
1.3050e-02     1.9737e-04
1.3220e-02     1.7873e-04
1.3400e-02     1.6070e-04
1.3570e-02     1.4516e-04
1.3740e-02     1.3098e-04
1.3910e-02     1.1804e-04
1.4080e-02     1.0626e-04
1.4250e-02     9.5555e-05
1.4430e-02     8.5289e-05
1.4600e-02     7.6523e-05
1.4770e-02     6.8586e-05
1.4940e-02     6.1408e-05
1.5110e-02     5.4925e-05
1.5280e-02     4.9077e-05
1.5460e-02     4.3514e-05
1.5630e-02     3.8802e-05
1.5800e-02     3.4566e-05
1.5970e-02     3.0763e-05
1.6140e-02     2.7353e-05
1.6310e-02     2.4298e-05
1.6490e-02     2.1413e-05
1.6660e-02     1.8986e-05
1.6830e-02     1.6819e-05
1.7000e-02     1.4887e-05
