 Element: F
 Info: 6s,6p,6d
 Maximum L = 10
 No. of velocities = 100
------------------------------------

v/c            P
1.0000e-05     4.5757e-10
1.9170e-04     1.6787e-07
3.7340e-04     6.3392e-07
5.5520e-04     1.3907e-06
7.3690e-04     2.4238e-06
9.1860e-04     3.7153e-06
1.1000e-03     5.2398e-06
1.2820e-03     6.9791e-06
1.4640e-03     8.8989e-06
1.6450e-03     1.0956e-05
1.8270e-03     1.3139e-05
2.0090e-03     1.5403e-05
2.1910e-03     1.7714e-05
2.3720e-03     2.0025e-05
2.5540e-03     2.2329e-05
2.7360e-03     2.4583e-05
2.9170e-03     2.6746e-05
3.0990e-03     2.8817e-05
3.2810e-03     3.0760e-05
3.4630e-03     3.2554e-05
3.6440e-03     3.4176e-05
3.8260e-03     3.5629e-05
4.0080e-03     3.6893e-05
4.1890e-03     3.7956e-05
4.3710e-03     3.8825e-05
4.5530e-03     3.9491e-05
4.7350e-03     3.9956e-05
4.9160e-03     4.0223e-05
5.0980e-03     4.0299e-05
5.2800e-03     4.0189e-05
5.4620e-03     3.9903e-05
5.6430e-03     3.9453e-05
5.8250e-03     3.8848e-05
6.0070e-03     3.8100e-05
6.1880e-03     3.7228e-05
6.3700e-03     3.6237e-05
6.5520e-03     3.5145e-05
6.7340e-03     3.3966e-05
6.9150e-03     3.2722e-05
7.0970e-03     3.1412e-05
7.2790e-03     3.0057e-05
7.4600e-03     2.8676e-05
7.6420e-03     2.7269e-05
7.8240e-03     2.5852e-05
8.0060e-03     2.4437e-05
8.1870e-03     2.3041e-05
8.3690e-03     2.1657e-05
8.5510e-03     2.0301e-05
8.7320e-03     1.8987e-05
8.9140e-03     1.7705e-05
9.0960e-03     1.6469e-05
9.2780e-03     1.5281e-05
9.4590e-03     1.4151e-05
9.6410e-03     1.3069e-05
9.8230e-03     1.2042e-05
1.0000e-02     1.1098e-05
1.0190e-02     1.0143e-05
1.0370e-02     9.2946e-06
1.0550e-02     8.5003e-06
1.0730e-02     7.7588e-06
1.0910e-02     7.0685e-06
1.1090e-02     6.4277e-06
1.1280e-02     5.8029e-06
1.1460e-02     5.2576e-06
1.1640e-02     4.7553e-06
1.1820e-02     4.2938e-06
1.2000e-02     3.8707e-06
1.2190e-02     3.4633e-06
1.2370e-02     3.1119e-06
1.2550e-02     2.7919e-06
1.2730e-02     2.5011e-06
1.2910e-02     2.2372e-06
1.3090e-02     1.9984e-06
1.3280e-02     1.7711e-06
1.3460e-02     1.5775e-06
1.3640e-02     1.4031e-06
1.3820e-02     1.2463e-06
1.4000e-02     1.1057e-06
1.4180e-02     9.7961e-07
1.4370e-02     8.6093e-07
1.4550e-02     7.6082e-07
1.4730e-02     6.7153e-07
1.4910e-02     5.9202e-07
1.5090e-02     5.2131e-07
1.5270e-02     4.5851e-07
1.5460e-02     3.9993e-07
1.5640e-02     3.5094e-07
1.5820e-02     3.0761e-07
1.6000e-02     2.6935e-07
1.6180e-02     2.3559e-07
1.6360e-02     2.0585e-07
1.6550e-02     1.7832e-07
1.6730e-02     1.5548e-07
1.6910e-02     1.3543e-07
1.7090e-02     1.1785e-07
1.7270e-02     1.0245e-07
1.7450e-02     8.8983e-08
1.7640e-02     7.6603e-08
1.7820e-02     6.6405e-08
1.8000e-02     5.7512e-08
