 Element: Xe
 Info: 8s,8p,7d,4f
 Maximum L = 10
 No. of velocities = 100
------------------------------------

v/c            P
1.0000e-05     2.4362e-10
3.7170e-05     3.3650e-09
6.4340e-05     1.0077e-08
9.1520e-05     2.0371e-08
1.1870e-04     3.4226e-08
1.4590e-04     5.1632e-08
1.7300e-04     7.2464e-08
2.0020e-04     9.6837e-08
2.2740e-04     1.2464e-07
2.5450e-04     1.5569e-07
2.8170e-04     1.9017e-07
3.0890e-04     2.2791e-07
3.3610e-04     2.6884e-07
3.6320e-04     3.1271e-07
3.9040e-04     3.5976e-07
4.1760e-04     4.0977e-07
4.4470e-04     4.6243e-07
4.7190e-04     5.1805e-07
4.9910e-04     5.7633e-07
5.2630e-04     6.3716e-07
5.5340e-04     7.0021e-07
5.8060e-04     7.6582e-07
6.0780e-04     8.3365e-07
6.3490e-04     9.0332e-07
6.6210e-04     9.7522e-07
6.8930e-04     1.0490e-06
7.1650e-04     1.1244e-06
7.4360e-04     1.2012e-06
7.7080e-04     1.2797e-06
7.9800e-04     1.3596e-06
8.2520e-04     1.4406e-06
8.5230e-04     1.5224e-06
8.7950e-04     1.6054e-06
9.0670e-04     1.6891e-06
9.3380e-04     1.7732e-06
9.6100e-04     1.8581e-06
9.8820e-04     1.9433e-06
1.0150e-03     2.0275e-06
1.0430e-03     2.1155e-06
1.0700e-03     2.2003e-06
1.0970e-03     2.2849e-06
1.1240e-03     2.3692e-06
1.1510e-03     2.4530e-06
1.1780e-03     2.5362e-06
1.2060e-03     2.6218e-06
1.2330e-03     2.7034e-06
1.2600e-03     2.7841e-06
1.2870e-03     2.8636e-06
1.3140e-03     2.9420e-06
1.3410e-03     3.0191e-06
1.3690e-03     3.0975e-06
1.3960e-03     3.1716e-06
1.4230e-03     3.2440e-06
1.4500e-03     3.3148e-06
1.4770e-03     3.3837e-06
1.5040e-03     3.4507e-06
1.5320e-03     3.5180e-06
1.5590e-03     3.5809e-06
1.5860e-03     3.6416e-06
1.6130e-03     3.7001e-06
1.6400e-03     3.7563e-06
1.6670e-03     3.8102e-06
1.6950e-03     3.8635e-06
1.7220e-03     3.9124e-06
1.7490e-03     3.9588e-06
1.7760e-03     4.0026e-06
1.8030e-03     4.0439e-06
1.8310e-03     4.0839e-06
1.8580e-03     4.1198e-06
1.8850e-03     4.1530e-06
1.9120e-03     4.1836e-06
1.9390e-03     4.2114e-06
1.9660e-03     4.2365e-06
1.9940e-03     4.2597e-06
2.0210e-03     4.2793e-06
2.0480e-03     4.2962e-06
2.0750e-03     4.3104e-06
2.1020e-03     4.3218e-06
2.1290e-03     4.3307e-06
2.1570e-03     4.3370e-06
2.1840e-03     4.3404e-06
2.2110e-03     4.3412e-06
2.2380e-03     4.3395e-06
2.2650e-03     4.3352e-06
2.2920e-03     4.3285e-06
2.3200e-03     4.3188e-06
2.3470e-03     4.3071e-06
2.3740e-03     4.2930e-06
2.4010e-03     4.2767e-06
2.4280e-03     4.2580e-06
2.4550e-03     4.2372e-06
2.4830e-03     4.2133e-06
2.5100e-03     4.1881e-06
2.5370e-03     4.1609e-06
2.5640e-03     4.1318e-06
2.5910e-03     4.1007e-06
2.6180e-03     4.0679e-06
2.6460e-03     4.0319e-06
2.6730e-03     3.9955e-06
2.7000e-03     3.9575e-06
