 Element: Xe
 Info: 8s,8p,7d,4f
 Maximum L = 10
 No. of velocities = 100
------------------------------------

v/c            P
1.0000e-05     8.2605e-06
3.7170e-05     1.1409e-04
6.4340e-05     3.4162e-04
9.1520e-05     6.9052e-04
1.1870e-04     1.1600e-03
1.4590e-04     1.7495e-03
1.7300e-04     2.4547e-03
2.0020e-04     3.2793e-03
2.2740e-04     4.2192e-03
2.5450e-04     5.2682e-03
2.8170e-04     6.4321e-03
3.0890e-04     7.7045e-03
3.3610e-04     9.0829e-03
3.6320e-04     1.0559e-02
3.9040e-04     1.2140e-02
4.1760e-04     1.3818e-02
4.4470e-04     1.5582e-02
4.7190e-04     1.7442e-02
4.9910e-04     1.9388e-02
5.2630e-04     2.1416e-02
5.5340e-04     2.3513e-02
5.8060e-04     2.5691e-02
6.0780e-04     2.7938e-02
6.3490e-04     3.0241e-02
6.6210e-04     3.2612e-02
6.8930e-04     3.5037e-02
7.1650e-04     3.7513e-02
7.4360e-04     4.0025e-02
7.7080e-04     4.2586e-02
7.9800e-04     4.5182e-02
8.2520e-04     4.7809e-02
8.5230e-04     5.0450e-02
8.7950e-04     5.3122e-02
9.0670e-04     5.5808e-02
9.3380e-04     5.8494e-02
9.6100e-04     6.1195e-02
9.8820e-04     6.3896e-02
1.0150e-03     6.6552e-02
1.0430e-03     6.9317e-02
1.0700e-03     7.1968e-02
1.0970e-03     7.4599e-02
1.1240e-03     7.7206e-02
1.1510e-03     7.9785e-02
1.1780e-03     8.2331e-02
1.2060e-03     8.4932e-02
1.2330e-03     8.7398e-02
1.2600e-03     8.9819e-02
1.2870e-03     9.2190e-02
1.3140e-03     9.4509e-02
1.3410e-03     9.6770e-02
1.3690e-03     9.9052e-02
1.3960e-03     1.0119e-01
1.4230e-03     1.0326e-01
1.4500e-03     1.0526e-01
1.4770e-03     1.0719e-01
1.5040e-03     1.0904e-01
1.5320e-03     1.1088e-01
1.5590e-03     1.1257e-01
1.5860e-03     1.1419e-01
1.6130e-03     1.1572e-01
1.6400e-03     1.1716e-01
1.6670e-03     1.1852e-01
1.6950e-03     1.1983e-01
1.7220e-03     1.2101e-01
1.7490e-03     1.2210e-01
1.7760e-03     1.2310e-01
1.8030e-03     1.2401e-01
1.8310e-03     1.2485e-01
1.8580e-03     1.2557e-01
1.8850e-03     1.2620e-01
1.9120e-03     1.2674e-01
1.9390e-03     1.2719e-01
1.9660e-03     1.2754e-01
1.9940e-03     1.2782e-01
2.0210e-03     1.2799e-01
2.0480e-03     1.2808e-01
2.0750e-03     1.2808e-01
2.1020e-03     1.2799e-01
2.1290e-03     1.2782e-01
2.1570e-03     1.2756e-01
2.1840e-03     1.2722e-01
2.2110e-03     1.2680e-01
2.2380e-03     1.2631e-01
2.2650e-03     1.2574e-01
2.2920e-03     1.2509e-01
2.3200e-03     1.2434e-01
2.3470e-03     1.2355e-01
2.3740e-03     1.2269e-01
2.4010e-03     1.2177e-01
2.4280e-03     1.2078e-01
2.4550e-03     1.1974e-01
2.4830e-03     1.1859e-01
2.5100e-03     1.1743e-01
2.5370e-03     1.1621e-01
2.5640e-03     1.1494e-01
2.5910e-03     1.1363e-01
2.6180e-03     1.1227e-01
2.6460e-03     1.1081e-01
2.6730e-03     1.0937e-01
2.7000e-03     1.0789e-01
