 Element: Xe
 Info: 8s,8p,7d,4f
 Maximum L = 10
 No. of velocities = 100
------------------------------------

v/c            P
1.0000e-05     3.7690e-11
3.7170e-05     5.2073e-10
6.4340e-05     1.5602e-09
9.1520e-05     3.1567e-09
1.1870e-04     5.3098e-09
1.4590e-04     8.0215e-09
1.7300e-04     1.1277e-08
2.0020e-04     1.5100e-08
2.2740e-04     1.9480e-08
2.5450e-04     2.4396e-08
2.8170e-04     2.9883e-08
3.0890e-04     3.5925e-08
3.3610e-04     4.2520e-08
3.6320e-04     4.9639e-08
3.9040e-04     5.7334e-08
4.1760e-04     6.5577e-08
4.4470e-04     7.4333e-08
4.7190e-04     8.3664e-08
4.9910e-04     9.3536e-08
5.2630e-04     1.0395e-07
5.5340e-04     1.1485e-07
5.8060e-04     1.2632e-07
6.0780e-04     1.3832e-07
6.3490e-04     1.5079e-07
6.6210e-04     1.6382e-07
6.8930e-04     1.7736e-07
7.1650e-04     1.9140e-07
7.4360e-04     2.0588e-07
7.7080e-04     2.2090e-07
7.9800e-04     2.3639e-07
8.2520e-04     2.5235e-07
8.5230e-04     2.6871e-07
8.7950e-04     2.8557e-07
9.0670e-04     3.0286e-07
9.3380e-04     3.2050e-07
9.6100e-04     3.3862e-07
9.8820e-04     3.5713e-07
1.0150e-03     3.7573e-07
1.0430e-03     3.9554e-07
1.0700e-03     4.1498e-07
1.0970e-03     4.3474e-07
1.1240e-03     4.5480e-07
1.1510e-03     4.7515e-07
1.1780e-03     4.9575e-07
1.2060e-03     5.1737e-07
1.2330e-03     5.3845e-07
1.2600e-03     5.5972e-07
1.2870e-03     5.8116e-07
1.3140e-03     6.0275e-07
1.3410e-03     6.2446e-07
1.3690e-03     6.4709e-07
1.3960e-03     6.6898e-07
1.4230e-03     6.9092e-07
1.4500e-03     7.1289e-07
1.4770e-03     7.3484e-07
1.5040e-03     7.5677e-07
1.5320e-03     7.7944e-07
1.5590e-03     8.0122e-07
1.5860e-03     8.2287e-07
1.6130e-03     8.4439e-07
1.6400e-03     8.6573e-07
1.6670e-03     8.8687e-07
1.6950e-03     9.0856e-07
1.7220e-03     9.2920e-07
1.7490e-03     9.4957e-07
1.7760e-03     9.6962e-07
1.8030e-03     9.8933e-07
1.8310e-03     1.0094e-06
1.8580e-03     1.0283e-06
1.8850e-03     1.0468e-06
1.9120e-03     1.0649e-06
1.9390e-03     1.0825e-06
1.9660e-03     1.0996e-06
1.9940e-03     1.1168e-06
2.0210e-03     1.1329e-06
2.0480e-03     1.1484e-06
2.0750e-03     1.1633e-06
2.1020e-03     1.1776e-06
2.1290e-03     1.1912e-06
2.1570e-03     1.2047e-06
2.1840e-03     1.2171e-06
2.2110e-03     1.2288e-06
2.2380e-03     1.2398e-06
2.2650e-03     1.2501e-06
2.2920e-03     1.2597e-06
2.3200e-03     1.2689e-06
2.3470e-03     1.2770e-06
2.3740e-03     1.2844e-06
2.4010e-03     1.2911e-06
2.4280e-03     1.2969e-06
2.4550e-03     1.3021e-06
2.4830e-03     1.3066e-06
2.5100e-03     1.3102e-06
2.5370e-03     1.3130e-06
2.5640e-03     1.3150e-06
2.5910e-03     1.3163e-06
2.6180e-03     1.3169e-06
2.6460e-03     1.3166e-06
2.6730e-03     1.3156e-06
2.7000e-03     1.3139e-06
