 Element: Xe
 Info: 8s,8p,7d,4f
 Maximum L = 10
 No. of velocities = 100
------------------------------------

v/c            P
1.0000e-05     1.6822e-11
3.7170e-05     2.3236e-10
6.4340e-05     6.9583e-10
9.1520e-05     1.4068e-09
1.1870e-04     2.3638e-09
1.4590e-04     3.5663e-09
1.7300e-04     5.0059e-09
2.0020e-04     6.6906e-09
2.2740e-04     8.6129e-09
2.5450e-04     1.0761e-08
2.8170e-04     1.3147e-08
3.0890e-04     1.5760e-08
3.3610e-04     1.8594e-08
3.6320e-04     2.1635e-08
3.9040e-04     2.4898e-08
4.1760e-04     2.8368e-08
4.4470e-04     3.2025e-08
4.7190e-04     3.5889e-08
4.9910e-04     3.9942e-08
5.2630e-04     4.4176e-08
5.5340e-04     4.8568e-08
5.8060e-04     5.3143e-08
6.0780e-04     5.7877e-08
6.3490e-04     6.2745e-08
6.6210e-04     6.7774e-08
6.8930e-04     7.2938e-08
7.1650e-04     7.8229e-08
7.4360e-04     8.3618e-08
7.7080e-04     8.9136e-08
7.9800e-04     9.4755e-08
8.2520e-04     1.0047e-07
8.5230e-04     1.0624e-07
8.7950e-04     1.1210e-07
9.0670e-04     1.1803e-07
9.3380e-04     1.2399e-07
9.6100e-04     1.3002e-07
9.8820e-04     1.3608e-07
1.0150e-03     1.4208e-07
1.0430e-03     1.4837e-07
1.0700e-03     1.5444e-07
1.0970e-03     1.6051e-07
1.1240e-03     1.6656e-07
1.1510e-03     1.7260e-07
1.1780e-03     1.7861e-07
1.2060e-03     1.8480e-07
1.2330e-03     1.9072e-07
1.2600e-03     1.9659e-07
1.2870e-03     2.0239e-07
1.3140e-03     2.0812e-07
1.3410e-03     2.1378e-07
1.3690e-03     2.1955e-07
1.3960e-03     2.2502e-07
1.4230e-03     2.3038e-07
1.4500e-03     2.3564e-07
1.4770e-03     2.4078e-07
1.5040e-03     2.4580e-07
1.5320e-03     2.5087e-07
1.5590e-03     2.5562e-07
1.5860e-03     2.6023e-07
1.6130e-03     2.6469e-07
1.6400e-03     2.6900e-07
1.6670e-03     2.7316e-07
1.6950e-03     2.7730e-07
1.7220e-03     2.8112e-07
1.7490e-03     2.8478e-07
1.7760e-03     2.8826e-07
1.8030e-03     2.9157e-07
1.8310e-03     2.9481e-07
1.8580e-03     2.9775e-07
1.8850e-03     3.0050e-07
1.9120e-03     3.0307e-07
1.9390e-03     3.0545e-07
1.9660e-03     3.0764e-07
1.9940e-03     3.0971e-07
2.0210e-03     3.1152e-07
2.0480e-03     3.1313e-07
2.0750e-03     3.1455e-07
2.1020e-03     3.1578e-07
2.1290e-03     3.1682e-07
2.1570e-03     3.1769e-07
2.1840e-03     3.1835e-07
2.2110e-03     3.1881e-07
2.2380e-03     3.1909e-07
2.2650e-03     3.1918e-07
2.2920e-03     3.1909e-07
2.3200e-03     3.1880e-07
2.3470e-03     3.1835e-07
2.3740e-03     3.1772e-07
2.4010e-03     3.1692e-07
2.4280e-03     3.1595e-07
2.4550e-03     3.1481e-07
2.4830e-03     3.1346e-07
2.5100e-03     3.1200e-07
2.5370e-03     3.1038e-07
2.5640e-03     3.0861e-07
2.5910e-03     3.0670e-07
2.6180e-03     3.0464e-07
2.6460e-03     3.0237e-07
2.6730e-03     3.0003e-07
2.7000e-03     2.9757e-07
