 Element: Xe
 Info: 8s,8p,7d,4f
 Maximum L = 10
 No. of velocities = 100
------------------------------------

v/c            P
1.0000e-05     1.0684e-10
3.7170e-05     1.4757e-09
6.4340e-05     4.4191e-09
9.1520e-05     8.9336e-09
1.1870e-04     1.5010e-08
1.4590e-04     2.2644e-08
1.7300e-04     3.1780e-08
2.0020e-04     4.2470e-08
2.2740e-04     5.4664e-08
2.5450e-04     6.8285e-08
2.8170e-04     8.3410e-08
3.0890e-04     9.9964e-08
3.3610e-04     1.1792e-07
3.6320e-04     1.3716e-07
3.9040e-04     1.5781e-07
4.1760e-04     1.7975e-07
4.4470e-04     2.0286e-07
4.7190e-04     2.2726e-07
4.9910e-04     2.5284e-07
5.2630e-04     2.7954e-07
5.5340e-04     3.0721e-07
5.8060e-04     3.3601e-07
6.0780e-04     3.6579e-07
6.3490e-04     3.9638e-07
6.6210e-04     4.2795e-07
6.8930e-04     4.6034e-07
7.1650e-04     4.9349e-07
7.4360e-04     5.2722e-07
7.7080e-04     5.6171e-07
7.9800e-04     5.9679e-07
8.2520e-04     6.3240e-07
8.5230e-04     6.6834e-07
8.7950e-04     7.0482e-07
9.0670e-04     7.4165e-07
9.3380e-04     7.7862e-07
9.6100e-04     8.1594e-07
9.8820e-04     8.5344e-07
1.0150e-03     8.9047e-07
1.0430e-03     9.2921e-07
1.0700e-03     9.6655e-07
1.0970e-03     1.0038e-06
1.1240e-03     1.0409e-06
1.1510e-03     1.0778e-06
1.1780e-03     1.1145e-06
1.2060e-03     1.1522e-06
1.2330e-03     1.1882e-06
1.2600e-03     1.2238e-06
1.2870e-03     1.2589e-06
1.3140e-03     1.2935e-06
1.3410e-03     1.3275e-06
1.3690e-03     1.3622e-06
1.3960e-03     1.3949e-06
1.4230e-03     1.4269e-06
1.4500e-03     1.4582e-06
1.4770e-03     1.4887e-06
1.5040e-03     1.5184e-06
1.5320e-03     1.5482e-06
1.5590e-03     1.5761e-06
1.5860e-03     1.6030e-06
1.6130e-03     1.6290e-06
1.6400e-03     1.6540e-06
1.6670e-03     1.6779e-06
1.6950e-03     1.7016e-06
1.7220e-03     1.7234e-06
1.7490e-03     1.7441e-06
1.7760e-03     1.7637e-06
1.8030e-03     1.7822e-06
1.8310e-03     1.8001e-06
1.8580e-03     1.8162e-06
1.8850e-03     1.8311e-06
1.9120e-03     1.8449e-06
1.9390e-03     1.8575e-06
1.9660e-03     1.8689e-06
1.9940e-03     1.8794e-06
2.0210e-03     1.8884e-06
2.0480e-03     1.8962e-06
2.0750e-03     1.9028e-06
2.1020e-03     1.9082e-06
2.1290e-03     1.9125e-06
2.1570e-03     1.9156e-06
2.1840e-03     1.9175e-06
2.2110e-03     1.9182e-06
2.2380e-03     1.9178e-06
2.2650e-03     1.9163e-06
2.2920e-03     1.9137e-06
2.3200e-03     1.9099e-06
2.3470e-03     1.9051e-06
2.3740e-03     1.8992e-06
2.4010e-03     1.8924e-06
2.4280e-03     1.8845e-06
2.4550e-03     1.8757e-06
2.4830e-03     1.8656e-06
2.5100e-03     1.8548e-06
2.5370e-03     1.8432e-06
2.5640e-03     1.8307e-06
2.5910e-03     1.8174e-06
2.6180e-03     1.8032e-06
2.6460e-03     1.7877e-06
2.6730e-03     1.7720e-06
2.7000e-03     1.7556e-06
