 Element: Xe
 Info: 8s,8p,7d,4f
 Maximum L = 10
 No. of velocities = 100
------------------------------------

v/c            P
1.0000e-05     2.2970e-09
3.7170e-05     3.1743e-08
6.4340e-05     9.5159e-08
9.1520e-05     1.9269e-07
1.1870e-04     3.2448e-07
1.4590e-04     4.9086e-07
1.7300e-04     6.9122e-07
2.0020e-04     9.2733e-07
2.2740e-04     1.1989e-06
2.5450e-04     1.5051e-06
2.8170e-04     1.8486e-06
3.0890e-04     2.2288e-06
3.3610e-04     2.6463e-06
3.6320e-04     3.0997e-06
3.9040e-04     3.5930e-06
4.1760e-04     4.1251e-06
4.4470e-04     4.6944e-06
4.7190e-04     5.3057e-06
4.9910e-04     5.9573e-06
5.2630e-04     6.6499e-06
5.5340e-04     7.3812e-06
5.8060e-04     8.1571e-06
6.0780e-04     8.9753e-06
6.3490e-04     9.8330e-06
6.6210e-04     1.0737e-05
6.8930e-04     1.1684e-05
7.1650e-04     1.2675e-05
7.4360e-04     1.3706e-05
7.7080e-04     1.4785e-05
7.9800e-04     1.5907e-05
8.2520e-04     1.7073e-05
8.5230e-04     1.8278e-05
8.7950e-04     1.9531e-05
9.0670e-04     2.0827e-05
9.3380e-04     2.2160e-05
9.6100e-04     2.3540e-05
9.8820e-04     2.4962e-05
1.0150e-03     2.6401e-05
1.0430e-03     2.7947e-05
1.0700e-03     2.9475e-05
1.0970e-03     3.1041e-05
1.1240e-03     3.2641e-05
1.1510e-03     3.4276e-05
1.1780e-03     3.5943e-05
1.2060e-03     3.7705e-05
1.2330e-03     3.9433e-05
1.2600e-03     4.1189e-05
1.2870e-03     4.2970e-05
1.3140e-03     4.4775e-05
1.3410e-03     4.6601e-05
1.3690e-03     4.8514e-05
1.3960e-03     5.0376e-05
1.4230e-03     5.2252e-05
1.4500e-03     5.4139e-05
1.4770e-03     5.6036e-05
1.5040e-03     5.7939e-05
1.5320e-03     5.9916e-05
1.5590e-03     6.1824e-05
1.5860e-03     6.3730e-05
1.6130e-03     6.5631e-05
1.6400e-03     6.7524e-05
1.6670e-03     6.9407e-05
1.6950e-03     7.1345e-05
1.7220e-03     7.3197e-05
1.7490e-03     7.5030e-05
1.7760e-03     7.6841e-05
1.8030e-03     7.8627e-05
1.8310e-03     8.0449e-05
1.8580e-03     8.2174e-05
1.8850e-03     8.3866e-05
1.9120e-03     8.5521e-05
1.9390e-03     8.7138e-05
1.9660e-03     8.8712e-05
1.9940e-03     9.0299e-05
2.0210e-03     9.1781e-05
2.0480e-03     9.3214e-05
2.0750e-03     9.4595e-05
2.1020e-03     9.5924e-05
2.1290e-03     9.7196e-05
2.1570e-03     9.8455e-05
2.1840e-03     9.9609e-05
2.2110e-03     1.0070e-04
2.2380e-03     1.0173e-04
2.2650e-03     1.0270e-04
2.2920e-03     1.0360e-04
2.3200e-03     1.0446e-04
2.3470e-03     1.0522e-04
2.3740e-03     1.0592e-04
2.4010e-03     1.0654e-04
2.4280e-03     1.0710e-04
2.4550e-03     1.0758e-04
2.4830e-03     1.0801e-04
2.5100e-03     1.0835e-04
2.5370e-03     1.0862e-04
2.5640e-03     1.0882e-04
2.5910e-03     1.0894e-04
2.6180e-03     1.0900e-04
2.6460e-03     1.0898e-04
2.6730e-03     1.0890e-04
2.7000e-03     1.0874e-04
