 Element: Xe
 Info: 8s,8p,7d,4f
 Maximum L = 10
 No. of velocities = 100
------------------------------------

v/c            P
1.0000e-05     5.4768e-11
3.7170e-05     7.5650e-10
6.4340e-05     2.2655e-09
9.1520e-05     4.5804e-09
1.1870e-04     7.6970e-09
1.4590e-04     1.1614e-08
1.7300e-04     1.6303e-08
2.0020e-04     2.1792e-08
2.2740e-04     2.8057e-08
2.5450e-04     3.5060e-08
2.8170e-04     4.2841e-08
3.0890e-04     5.1363e-08
3.3610e-04     6.0614e-08
3.6320e-04     7.0540e-08
3.9040e-04     8.1198e-08
4.1760e-04     9.2537e-08
4.4470e-04     1.0449e-07
4.7190e-04     1.1713e-07
4.9910e-04     1.3040e-07
5.2630e-04     1.4427e-07
5.5340e-04     1.5866e-07
5.8060e-04     1.7367e-07
6.0780e-04     1.8920e-07
6.3490e-04     2.0519e-07
6.6210e-04     2.2172e-07
6.8930e-04     2.3871e-07
7.1650e-04     2.5613e-07
7.4360e-04     2.7389e-07
7.7080e-04     2.9210e-07
7.9800e-04     3.1065e-07
8.2520e-04     3.2953e-07
8.5230e-04     3.4863e-07
8.7950e-04     3.6806e-07
9.0670e-04     3.8773e-07
9.3380e-04     4.0752e-07
9.6100e-04     4.2757e-07
9.8820e-04     4.4775e-07
1.0150e-03     4.6776e-07
1.0430e-03     4.8875e-07
1.0700e-03     5.0904e-07
1.0970e-03     5.2935e-07
1.1240e-03     5.4966e-07
1.1510e-03     5.6994e-07
1.1780e-03     5.9015e-07
1.2060e-03     6.1102e-07
1.2330e-03     6.3101e-07
1.2600e-03     6.5086e-07
1.2870e-03     6.7053e-07
1.3140e-03     6.9000e-07
1.3410e-03     7.0924e-07
1.3690e-03     7.2893e-07
1.3960e-03     7.4762e-07
1.4230e-03     7.6601e-07
1.4500e-03     7.8407e-07
1.4770e-03     8.0177e-07
1.5040e-03     8.1910e-07
1.5320e-03     8.3666e-07
1.5590e-03     8.5316e-07
1.5860e-03     8.6922e-07
1.6130e-03     8.8482e-07
1.6400e-03     8.9995e-07
1.6670e-03     9.1458e-07
1.6950e-03     9.2922e-07
1.7220e-03     9.4280e-07
1.7490e-03     9.5583e-07
1.7760e-03     9.6832e-07
1.8030e-03     9.8023e-07
1.8310e-03     9.9198e-07
1.8580e-03     1.0027e-06
1.8850e-03     1.0128e-06
1.9120e-03     1.0223e-06
1.9390e-03     1.0312e-06
1.9660e-03     1.0395e-06
1.9940e-03     1.0475e-06
2.0210e-03     1.0545e-06
2.0480e-03     1.0608e-06
2.0750e-03     1.0665e-06
2.1020e-03     1.0716e-06
2.1290e-03     1.0761e-06
2.1570e-03     1.0800e-06
2.1840e-03     1.0831e-06
2.2110e-03     1.0856e-06
2.2380e-03     1.0875e-06
2.2650e-03     1.0887e-06
2.2920e-03     1.0894e-06
2.3200e-03     1.0893e-06
2.3470e-03     1.0887e-06
2.3740e-03     1.0875e-06
2.4010e-03     1.0856e-06
2.4280e-03     1.0832e-06
2.4550e-03     1.0802e-06
2.4830e-03     1.0765e-06
2.5100e-03     1.0723e-06
2.5370e-03     1.0676e-06
2.5640e-03     1.0624e-06
2.5910e-03     1.0566e-06
2.6180e-03     1.0504e-06
2.6460e-03     1.0434e-06
2.6730e-03     1.0361e-06
2.7000e-03     1.0284e-06
