 Element: Xe
 Info: 8s,8p,7d,4f
 Maximum L = 10
 No. of velocities = 100
------------------------------------

v/c            P
1.0000e-05     4.6246e-10
3.7170e-05     6.3886e-09
6.4340e-05     1.9136e-08
9.1520e-05     3.8703e-08
1.1870e-04     6.5067e-08
1.4590e-04     9.8232e-08
1.7300e-04     1.3799e-07
2.0020e-04     1.8460e-07
2.2740e-04     2.3789e-07
2.5450e-04     2.9757e-07
2.8170e-04     3.6403e-07
3.0890e-04     4.3700e-07
3.3610e-04     5.1640e-07
3.6320e-04     6.0185e-07
3.9040e-04     6.9388e-07
4.1760e-04     7.9211e-07
4.4470e-04     8.9605e-07
4.7190e-04     1.0064e-06
4.9910e-04     1.1226e-06
5.2630e-04     1.2445e-06
5.5340e-04     1.3717e-06
5.8060e-04     1.5048e-06
6.0780e-04     1.6433e-06
6.3490e-04     1.7865e-06
6.6210e-04     1.9353e-06
6.8930e-04     2.0891e-06
7.1650e-04     2.2476e-06
7.4360e-04     2.4101e-06
7.7080e-04     2.5776e-06
7.9800e-04     2.7493e-06
8.2520e-04     2.9250e-06
8.5230e-04     3.1040e-06
8.7950e-04     3.2872e-06
9.0670e-04     3.4738e-06
9.3380e-04     3.6629e-06
9.6100e-04     3.8557e-06
9.8820e-04     4.0512e-06
1.0150e-03     4.2463e-06
1.0430e-03     4.4525e-06
1.0700e-03     4.6533e-06
1.0970e-03     4.8559e-06
1.1240e-03     5.0599e-06
1.1510e-03     5.2652e-06
1.1780e-03     5.4714e-06
1.2060e-03     5.6860e-06
1.2330e-03     5.8934e-06
1.2600e-03     6.1010e-06
1.2870e-03     6.3085e-06
1.3140e-03     6.5156e-06
1.3410e-03     6.7221e-06
1.3690e-03     6.9352e-06
1.3960e-03     7.1395e-06
1.4230e-03     7.3424e-06
1.4500e-03     7.5435e-06
1.4770e-03     7.7426e-06
1.5040e-03     7.9395e-06
1.5320e-03     8.1409e-06
1.5590e-03     8.3323e-06
1.5860e-03     8.5207e-06
1.6130e-03     8.7057e-06
1.6400e-03     8.8872e-06
1.6670e-03     9.0648e-06
1.6950e-03     9.2448e-06
1.7220e-03     9.4140e-06
1.7490e-03     9.5787e-06
1.7760e-03     9.7386e-06
1.8030e-03     9.8936e-06
1.8310e-03     1.0049e-05
1.8580e-03     1.0193e-05
1.8850e-03     1.0332e-05
1.9120e-03     1.0465e-05
1.9390e-03     1.0593e-05
1.9660e-03     1.0714e-05
1.9940e-03     1.0833e-05
2.0210e-03     1.0942e-05
2.0480e-03     1.1044e-05
2.0750e-03     1.1139e-05
2.1020e-03     1.1228e-05
2.1290e-03     1.1311e-05
2.1570e-03     1.1389e-05
2.1840e-03     1.1457e-05
2.2110e-03     1.1518e-05
2.2380e-03     1.1573e-05
2.2650e-03     1.1620e-05
2.2920e-03     1.1661e-05
2.3200e-03     1.1695e-05
2.3470e-03     1.1721e-05
2.3740e-03     1.1740e-05
2.4010e-03     1.1752e-05
2.4280e-03     1.1757e-05
2.4550e-03     1.1755e-05
2.4830e-03     1.1746e-05
2.5100e-03     1.1731e-05
2.5370e-03     1.1708e-05
2.5640e-03     1.1679e-05
2.5910e-03     1.1644e-05
2.6180e-03     1.1602e-05
2.6460e-03     1.1551e-05
2.6730e-03     1.1497e-05
2.7000e-03     1.1436e-05
