 Element: Xe
 Info: 8s,8p,7d,4f
 Maximum L = 10
 No. of velocities = 100
------------------------------------

v/c            P
1.0000e-05     8.6379e-12
3.7170e-05     1.1931e-10
6.4340e-05     3.5730e-10
9.1520e-05     7.2235e-10
1.1870e-04     1.2138e-09
1.4590e-04     1.8313e-09
1.7300e-04     2.5704e-09
2.0020e-04     3.4355e-09
2.2740e-04     4.4226e-09
2.5450e-04     5.5256e-09
2.8170e-04     6.7508e-09
3.0890e-04     8.0924e-09
3.3610e-04     9.5480e-09
3.6320e-04     1.1109e-08
3.9040e-04     1.2785e-08
4.1760e-04     1.4567e-08
4.4470e-04     1.6444e-08
4.7190e-04     1.8429e-08
4.9910e-04     2.0510e-08
5.2630e-04     2.2684e-08
5.5340e-04     2.4940e-08
5.8060e-04     2.7289e-08
6.0780e-04     2.9720e-08
6.3490e-04     3.2220e-08
6.6210e-04     3.4802e-08
6.8930e-04     3.7454e-08
7.1650e-04     4.0171e-08
7.4360e-04     4.2939e-08
7.7080e-04     4.5772e-08
7.9800e-04     4.8658e-08
8.2520e-04     5.1591e-08
8.5230e-04     5.4554e-08
8.7950e-04     5.7567e-08
9.0670e-04     6.0612e-08
9.3380e-04     6.3674e-08
9.6100e-04     6.6770e-08
9.8820e-04     6.9884e-08
1.0150e-03     7.2967e-08
1.0430e-03     7.6196e-08
1.0700e-03     7.9313e-08
1.0970e-03     8.2430e-08
1.1240e-03     8.5542e-08
1.1510e-03     8.8643e-08
1.1780e-03     9.1730e-08
1.2060e-03     9.4910e-08
1.2330e-03     9.7953e-08
1.2600e-03     1.0097e-07
1.2870e-03     1.0395e-07
1.3140e-03     1.0690e-07
1.3410e-03     1.0980e-07
1.3690e-03     1.1277e-07
1.3960e-03     1.1558e-07
1.4230e-03     1.1834e-07
1.4500e-03     1.2104e-07
1.4770e-03     1.2369e-07
1.5040e-03     1.2627e-07
1.5320e-03     1.2888e-07
1.5590e-03     1.3132e-07
1.5860e-03     1.3369e-07
1.6130e-03     1.3599e-07
1.6400e-03     1.3821e-07
1.6670e-03     1.4035e-07
1.6950e-03     1.4248e-07
1.7220e-03     1.4445e-07
1.7490e-03     1.4633e-07
1.7760e-03     1.4813e-07
1.8030e-03     1.4983e-07
1.8310e-03     1.5150e-07
1.8580e-03     1.5302e-07
1.8850e-03     1.5444e-07
1.9120e-03     1.5577e-07
1.9390e-03     1.5700e-07
1.9660e-03     1.5814e-07
1.9940e-03     1.5921e-07
2.0210e-03     1.6014e-07
2.0480e-03     1.6098e-07
2.0750e-03     1.6172e-07
2.1020e-03     1.6236e-07
2.1290e-03     1.6290e-07
2.1570e-03     1.6336e-07
2.1840e-03     1.6371e-07
2.2110e-03     1.6396e-07
2.2380e-03     1.6411e-07
2.2650e-03     1.6417e-07
2.2920e-03     1.6413e-07
2.3200e-03     1.6400e-07
2.3470e-03     1.6378e-07
2.3740e-03     1.6346e-07
2.4010e-03     1.6306e-07
2.4280e-03     1.6258e-07
2.4550e-03     1.6200e-07
2.4830e-03     1.6132e-07
2.5100e-03     1.6058e-07
2.5370e-03     1.5976e-07
2.5640e-03     1.5887e-07
2.5910e-03     1.5789e-07
2.6180e-03     1.5685e-07
2.6460e-03     1.5569e-07
2.6730e-03     1.5450e-07
2.7000e-03     1.5325e-07
