 Element: Xe
 Info: 8s,8p,7d,4f
 Maximum L = 10
 No. of velocities = 100
------------------------------------

v/c            P
1.0000e-05     6.5452e-08
3.7170e-05     9.0436e-07
6.4340e-05     2.7101e-06
9.1520e-05     5.4849e-06
1.1870e-04     9.2296e-06
1.4590e-04     1.3950e-05
1.7300e-04     1.9623e-05
2.0020e-04     2.6294e-05
2.2740e-04     3.3945e-05
2.5450e-04     4.2548e-05
2.8170e-04     5.2169e-05
3.0890e-04     6.2782e-05
3.3610e-04     7.4391e-05
3.6320e-04     8.6950e-05
3.9040e-04     1.0056e-04
4.1760e-04     1.1517e-04
4.4470e-04     1.3074e-04
4.7190e-04     1.4737e-04
4.9910e-04     1.6502e-04
5.2630e-04     1.8368e-04
5.5340e-04     2.0329e-04
5.8060e-04     2.2399e-04
6.0780e-04     2.4571e-04
6.3490e-04     2.6836e-04
6.6210e-04     2.9210e-04
6.8930e-04     3.1685e-04
7.1650e-04     3.4261e-04
7.4360e-04     3.6927e-04
7.7080e-04     3.9702e-04
7.9800e-04     4.2574e-04
8.2520e-04     4.5544e-04
8.5230e-04     4.8598e-04
8.7950e-04     5.1757e-04
9.0670e-04     5.5008e-04
9.3380e-04     5.8338e-04
9.6100e-04     6.1768e-04
9.8820e-04     6.5285e-04
1.0150e-03     6.8832e-04
1.0430e-03     7.2622e-04
1.0700e-03     7.6355e-04
1.0970e-03     8.0162e-04
1.1240e-03     8.4039e-04
1.1510e-03     8.7984e-04
1.1780e-03     9.1992e-04
1.2060e-03     9.6211e-04
1.2330e-03     1.0034e-03
1.2600e-03     1.0451e-03
1.2870e-03     1.0873e-03
1.3140e-03     1.1300e-03
1.3410e-03     1.1730e-03
1.3690e-03     1.2179e-03
1.3960e-03     1.2615e-03
1.4230e-03     1.3054e-03
1.4500e-03     1.3493e-03
1.4770e-03     1.3934e-03
1.5040e-03     1.4375e-03
1.5320e-03     1.4832e-03
1.5590e-03     1.5273e-03
1.5860e-03     1.5712e-03
1.6130e-03     1.6148e-03
1.6400e-03     1.6583e-03
1.6670e-03     1.7014e-03
1.6950e-03     1.7457e-03
1.7220e-03     1.7879e-03
1.7490e-03     1.8297e-03
1.7760e-03     1.8709e-03
1.8030e-03     1.9114e-03
1.8310e-03     1.9527e-03
1.8580e-03     1.9918e-03
1.8850e-03     2.0301e-03
1.9120e-03     2.0675e-03
1.9390e-03     2.1039e-03
1.9660e-03     2.1394e-03
1.9940e-03     2.1751e-03
2.0210e-03     2.2085e-03
2.0480e-03     2.2406e-03
2.0750e-03     2.2716e-03
2.1020e-03     2.3014e-03
2.1290e-03     2.3299e-03
2.1570e-03     2.3581e-03
2.1840e-03     2.3838e-03
2.2110e-03     2.4082e-03
2.2380e-03     2.4311e-03
2.2650e-03     2.4526e-03
2.2920e-03     2.4726e-03
2.3200e-03     2.4917e-03
2.3470e-03     2.5086e-03
2.3740e-03     2.5239e-03
2.4010e-03     2.5376e-03
2.4280e-03     2.5497e-03
2.4550e-03     2.5603e-03
2.4830e-03     2.5695e-03
2.5100e-03     2.5767e-03
2.5370e-03     2.5823e-03
2.5640e-03     2.5863e-03
2.5910e-03     2.5887e-03
2.6180e-03     2.5895e-03
2.6460e-03     2.5886e-03
2.6730e-03     2.5861e-03
2.7000e-03     2.5820e-03
