 Element: Xe
 Info: 8s,8p,7d,4f
 Maximum L = 10
 No. of velocities = 100
------------------------------------

v/c            P
1.0000e-05     3.9681e-09
3.7170e-05     5.4812e-08
6.4340e-05     1.6415e-07
9.1520e-05     3.3190e-07
1.1870e-04     5.5777e-07
1.4590e-04     8.4167e-07
1.7300e-04     1.1817e-06
2.0020e-04     1.5797e-06
2.2740e-04     2.0342e-06
2.5450e-04     2.5423e-06
2.8170e-04     3.1071e-06
3.0890e-04     3.7259e-06
3.3610e-04     4.3980e-06
3.6320e-04     5.1194e-06
3.9040e-04     5.8944e-06
4.1760e-04     6.7194e-06
4.4470e-04     7.5898e-06
4.7190e-04     8.5107e-06
4.9910e-04     9.4777e-06
5.2630e-04     1.0489e-05
5.5340e-04     1.1540e-05
5.8060e-04     1.2636e-05
6.0780e-04     1.3772e-05
6.3490e-04     1.4942e-05
6.6210e-04     1.6153e-05
6.8930e-04     1.7399e-05
7.1650e-04     1.8677e-05
7.4360e-04     1.9982e-05
7.7080e-04     2.1321e-05
7.9800e-04     2.2687e-05
8.2520e-04     2.4078e-05
8.5230e-04     2.5488e-05
8.7950e-04     2.6924e-05
9.0670e-04     2.8379e-05
9.3380e-04     2.9846e-05
9.6100e-04     3.1333e-05
9.8820e-04     3.2833e-05
1.0150e-03     3.4322e-05
1.0430e-03     3.5886e-05
1.0700e-03     3.7401e-05
1.0970e-03     3.8920e-05
1.1240e-03     4.0441e-05
1.1510e-03     4.1963e-05
1.1780e-03     4.3482e-05
1.2060e-03     4.5054e-05
1.2330e-03     4.6563e-05
1.2600e-03     4.8065e-05
1.2870e-03     4.9556e-05
1.3140e-03     5.1035e-05
1.3410e-03     5.2499e-05
1.3690e-03     5.4002e-05
1.3960e-03     5.5432e-05
1.4230e-03     5.6843e-05
1.4500e-03     5.8232e-05
1.4770e-03     5.9597e-05
1.5040e-03     6.0938e-05
1.5320e-03     6.2300e-05
1.5590e-03     6.3585e-05
1.5860e-03     6.4840e-05
1.6130e-03     6.6063e-05
1.6400e-03     6.7253e-05
1.6670e-03     6.8410e-05
1.6950e-03     6.9571e-05
1.7220e-03     7.0653e-05
1.7490e-03     7.1698e-05
1.7760e-03     7.2703e-05
1.8030e-03     7.3667e-05
1.8310e-03     7.4624e-05
1.8580e-03     7.5504e-05
1.8850e-03     7.6340e-05
1.9120e-03     7.7133e-05
1.9390e-03     7.7881e-05
1.9660e-03     7.8583e-05
1.9940e-03     7.9264e-05
2.0210e-03     7.9872e-05
2.0480e-03     8.0434e-05
2.0750e-03     8.0949e-05
2.1020e-03     8.1416e-05
2.1290e-03     8.1836e-05
2.1570e-03     8.2220e-05
2.1840e-03     8.2542e-05
2.2110e-03     8.2817e-05
2.2380e-03     8.3043e-05
2.2650e-03     8.3222e-05
2.2920e-03     8.3353e-05
2.3200e-03     8.3439e-05
2.3470e-03     8.3474e-05
2.3740e-03     8.3463e-05
2.4010e-03     8.3406e-05
2.4280e-03     8.3303e-05
2.4550e-03     8.3155e-05
2.4830e-03     8.2955e-05
2.5100e-03     8.2718e-05
2.5370e-03     8.2438e-05
2.5640e-03     8.2115e-05
2.5910e-03     8.1751e-05
2.6180e-03     8.1347e-05
2.6460e-03     8.0887e-05
2.6730e-03     8.0403e-05
2.7000e-03     7.9882e-05
